id,Project,TeamExp,ManagerExp,YearEnd,Length,Effort,Transactions,Entities,PointsNonAdjust,Adjustment,PointsAjust,Language
2475,2475,2,3,84,13,2275,134,77,211,13,165,2
2476,2476,4,5,86,26,9100,482,227,709,26,645,2
2477,2477,0,2,84,6,595,213,73,286,6,203,3
2478,2478,0,-1,84,22,3941,139,143,282,22,245,2
2479,2479,2,3,86,24,13860,473,182,655,40,688,2
2480,2480,4,4,85,12,1400,229,169,398,39,414,3
2481,2481,4,3,83,12,2800,227,73,300,34,297,1
2482,2482,4,4,82,24,9520,395,193,588,40,617,1
2483,2483,4,3,86,12,5880,469,176,645,43,697,3
2484,2484,4,4,85,36,23940,886,241,1127,34,1116,1
2485,2485,1,4,85,12,5152,253,52,305,34,302,1
2486,2486,0,0,86,4,5635,197,124,321,33,315,1
2487,2487,4,4,85,1,805,40,60,100,18,83,1
2488,2488,0,0,86,5,3829,200,119,319,30,303,1
2489,2489,0,0,86,4,2149,140,94,234,24,208,1
2490,2490,0,0,86,4,2821,97,89,186,38,192,1
2491,2491,2,1,85,9,2569,119,42,161,25,145,2
2492,2492,1,2,83,13,3913,186,52,238,25,214,1
2493,2493,3,1,85,12,7854,172,88,260,30,247,1
2494,2494,3,4,83,4,2422,78,38,116,24,103,1
2495,2495,4,1,84,21,4067,167,99,266,24,237,1
2496,2496,2,1,84,17,9051,146,112,258,40,271,1
2497,2497,1,1,84,3,2282,33,72,105,19,88,1
2498,2498,3,4,85,8,4172,162,61,223,32,216,1
2499,2499,4,4,85,9,4977,223,121,344,28,320,1
2500,2500,3,2,85,8,1617,119,48,167,26,152,2
2501,2501,4,3,85,8,3192,57,43,100,43,108,1
2502,2502,4,4,86,14,3437,68,316,384,20,326,2
2503,2503,3,4,87,14,4494,9,386,395,21,340,2
2504,2504,4,2,86,5,840,58,34,92,29,86,1
2505,2505,4,4,86,12,14973,318,269,587,34,581,2
2506,2506,2,4,85,18,5180,88,170,258,34,255,1
2507,2507,2,4,86,5,5775,306,132,438,37,447,1
2508,2508,4,1,87,20,10577,304,78,382,39,397,1
2509,2509,1,4,86,8,3983,89,200,289,33,283,1
2510,2510,4,1,85,14,3164,86,230,316,33,310,1
2511,2511,2,0,86,6,3542,71,235,306,37,312,1
2512,2512,3,1,85,14,4277,148,324,472,39,491,1
2513,2513,4,4,85,16,7252,116,170,286,27,263,1
2514,2514,4,1,85,14,3948,175,277,452,37,461,1
2515,2515,4,3,86,6,3927,79,128,207,27,190,1
2516,2516,1,1,86,9,710,145,38,183,27,168,3
2517,2517,4,4,87,9,2429,174,78,252,41,267,3
2518,2518,1,1,85,5,6405,194,91,285,35,285,1
2519,2519,2,2,88,3,651,126,49,175,38,180,3
2520,2520,1,3,86,17,9135,317,119,436,34,432,2
2521,2521,2,4,87,11,1435,289,88,377,28,351,3
2522,2522,-1,-1,87,8,5922,260,144,404,24,360,1
2523,2523,1,4,88,4,847,158,59,217,18,180,3
2524,2524,3,3,88,16,8050,302,145,447,52,523,2
2525,2525,1,1,87,9,4620,451,48,499,28,464,1
2526,2526,2,4,87,34,2352,661,132,793,23,698,3
2527,2527,1,1,88,10,2174,64,54,118,25,106,1
2528,2528,-1,4,86,39,19894,284,230,514,50,591,1
2529,2529,2,1,86,18,6699,182,126,308,35,308,1
2530,2530,2,3,87,27,14987,173,332,505,19,424,1
2531,2531,2,2,88,9,4004,252,7,259,28,241,1
2532,2532,4,3,85,11,12824,131,180,311,51,361,1
2533,2533,2,3,85,8,2331,106,39,145,6,103,1
2534,2534,3,3,85,9,5817,96,108,204,29,192,1
2535,2535,2,3,85,7,2989,116,72,188,18,156,1
2536,2536,3,3,85,6,3136,86,49,135,32,131,1
2537,2537,2,3,85,17,14434,221,121,342,35,342,1
2538,2538,1,1,87,12,2583,61,96,157,18,130,1
2539,2539,1,3,86,12,3647,132,89,221,5,155,2
2540,2540,3,7,86,13,8232,45,387,432,16,350,2
2541,2541,1,1,86,12,3276,55,112,167,12,129,2
2542,2542,1,4,87,8,2723,124,52,176,14,139,2
2543,2543,3,3,87,5,3472,120,126,246,15,197,2
2544,2544,1,2,87,6,1575,47,32,79,14,62,2
2545,2545,1,1,86,12,2926,126,107,233,23,205,2
2546,2546,3,2,86,6,1876,101,45,146,15,117,2
2547,2547,1,1,86,5,2520,78,99,177,14,140,1
2548,2548,4,7,86,13,1603,69,74,143,14,113,1
2549,2549,1,3,86,8,3626,194,97,291,35,291,2
2550,2550,2,-1,87,10,6783,224,110,334,28,309,2
2551,2551,2,4,87,15,11361,323,184,507,35,507,2
2552,2552,1,3,86,6,1267,42,31,73,27,67,2
2553,2553,1,2,87,5,2548,74,43,117,25,105,2
2554,2554,3,4,87,10,1155,101,57,158,9,117,2
2555,2555,0,4,86,6,546,97,42,139,6,99,3
2556,2556,2,3,84,13,2275,134,77,211,13,165,2
2557,2557,4,5,86,26,9100,482,227,709,26,645,2
2558,2558,0,2,84,6,595,213,73,286,6,203,3
2559,2559,0,-1,84,22,3941,139,143,282,22,245,2
2560,2560,2,3,86,24,13860,473,182,655,40,688,2
2561,2561,4,4,85,12,1400,229,169,398,39,414,3
2562,2562,4,3,83,12,2800,227,73,300,34,297,1
2563,2563,4,4,82,24,9520,395,193,588,40,617,1
2564,2564,4,3,86,12,5880,469,176,645,43,697,3
2565,2565,4,4,85,36,23940,886,241,1127,34,1116,1
2566,2566,1,4,85,12,5152,253,52,305,34,302,1
2567,2567,0,0,86,4,5635,197,124,321,33,315,1
2568,2568,4,4,85,1,805,40,60,100,18,83,1
2569,2569,0,0,86,5,3829,200,119,319,30,303,1
2570,2570,0,0,86,4,2149,140,94,234,24,208,1
2571,2571,0,0,86,4,2821,97,89,186,38,192,1
2572,2572,2,1,85,9,2569,119,42,161,25,145,2
2573,2573,1,2,83,13,3913,186,52,238,25,214,1
2574,2574,3,1,85,12,7854,172,88,260,30,247,1
2575,2575,3,4,83,4,2422,78,38,116,24,103,1
2576,2576,4,1,84,21,4067,167,99,266,24,237,1
2577,2577,2,1,84,17,9051,146,112,258,40,271,1
2578,2578,1,1,84,3,2282,33,72,105,19,88,1
2579,2579,3,4,85,8,4172,162,61,223,32,216,1
2580,2580,4,4,85,9,4977,223,121,344,28,320,1
2581,2581,3,2,85,8,1617,119,48,167,26,152,2
2582,2582,4,3,85,8,3192,57,43,100,43,108,1
2583,2583,4,4,86,14,3437,68,316,384,20,326,2
2584,2584,3,4,87,14,4494,9,386,395,21,340,2
2585,2585,4,2,86,5,840,58,34,92,29,86,1
2586,2586,4,4,86,12,14973,318,269,587,34,581,2
2587,2587,2,4,85,18,5180,88,170,258,34,255,1
2588,2588,2,4,86,5,5775,306,132,438,37,447,1
2589,2589,4,1,87,20,10577,304,78,382,39,397,1
2590,2590,1,4,86,8,3983,89,200,289,33,283,1
2591,2591,4,1,85,14,3164,86,230,316,33,310,1
2592,2592,2,0,86,6,3542,71,235,306,37,312,1
2593,2593,3,1,85,14,4277,148,324,472,39,491,1
2594,2594,4,4,85,16,7252,116,170,286,27,263,1
2595,2595,4,1,85,14,3948,175,277,452,37,461,1
2596,2596,4,3,86,6,3927,79,128,207,27,190,1
2597,2597,1,1,86,9,710,145,38,183,27,168,3
2598,2598,4,4,87,9,2429,174,78,252,41,267,3
2599,2599,1,1,85,5,6405,194,91,285,35,285,1
2600,2600,2,2,88,3,651,126,49,175,38,180,3
2601,2601,1,3,86,17,9135,317,119,436,34,432,2
2602,2602,2,4,87,11,1435,289,88,377,28,351,3
2603,2603,-1,-1,87,8,5922,260,144,404,24,360,1
2604,2604,1,4,88,4,847,158,59,217,18,180,3
2605,2605,3,3,88,16,8050,302,145,447,52,523,2
2606,2606,1,1,87,9,4620,451,48,499,28,464,1
2607,2607,2,4,87,34,2352,661,132,793,23,698,3
2608,2608,1,1,88,10,2174,64,54,118,25,106,1
2609,2609,-1,4,86,39,19894,284,230,514,50,591,1
2610,2610,2,1,86,18,6699,182,126,308,35,308,1
2611,2611,2,3,87,27,14987,173,332,505,19,424,1
2612,2612,2,2,88,9,4004,252,7,259,28,241,1
2613,2613,4,3,85,11,12824,131,180,311,51,361,1
2614,2614,2,3,85,8,2331,106,39,145,6,103,1
2615,2615,3,3,85,9,5817,96,108,204,29,192,1
2616,2616,2,3,85,7,2989,116,72,188,18,156,1
2617,2617,3,3,85,6,3136,86,49,135,32,131,1
2618,2618,2,3,85,17,14434,221,121,342,35,342,1
2619,2619,1,1,87,12,2583,61,96,157,18,130,1
2620,2620,1,3,86,12,3647,132,89,221,5,155,2
2621,2621,3,7,86,13,8232,45,387,432,16,350,2
2622,2622,1,1,86,12,3276,55,112,167,12,129,2
2623,2623,1,4,87,8,2723,124,52,176,14,139,2
2624,2624,3,3,87,5,3472,120,126,246,15,197,2
2625,2625,1,2,87,6,1575,47,32,79,14,62,2
2626,2626,1,1,86,12,2926,126,107,233,23,205,2
2627,2627,3,2,86,6,1876,101,45,146,15,117,2
2628,2628,1,1,86,5,2520,78,99,177,14,140,1
2629,2629,4,7,86,13,1603,69,74,143,14,113,1
2630,2630,1,3,86,8,3626,194,97,291,35,291,2
2631,2631,2,-1,87,10,6783,224,110,334,28,309,2
2632,2632,2,4,87,15,11361,323,184,507,35,507,2
2633,2633,1,3,86,6,1267,42,31,73,27,67,2
2634,2634,1,2,87,5,2548,74,43,117,25,105,2
2635,2635,3,4,87,10,1155,101,57,158,9,117,2
2636,2636,0,4,86,6,546,97,42,139,6,99,3
2637,2637,2,3,84,13,2275,134,77,211,13,165,2
2638,2638,4,5,86,26,9100,482,227,709,26,645,2
2639,2639,0,2,84,6,595,213,73,286,6,203,3
2640,2640,0,-1,84,22,3941,139,143,282,22,245,2
2641,2641,2,3,86,24,13860,473,182,655,40,688,2
2642,2642,4,4,85,12,1400,229,169,398,39,414,3
2643,2643,4,3,83,12,2800,227,73,300,34,297,1
2644,2644,4,4,82,24,9520,395,193,588,40,617,1
2645,2645,4,3,86,12,5880,469,176,645,43,697,3
2646,2646,4,4,85,36,23940,886,241,1127,34,1116,1
2647,2647,1,4,85,12,5152,253,52,305,34,302,1
2648,2648,0,0,86,4,5635,197,124,321,33,315,1
2649,2649,4,4,85,1,805,40,60,100,18,83,1
2650,2650,0,0,86,5,3829,200,119,319,30,303,1
2651,2651,0,0,86,4,2149,140,94,234,24,208,1
2652,2652,0,0,86,4,2821,97,89,186,38,192,1
2653,2653,2,1,85,9,2569,119,42,161,25,145,2
2654,2654,1,2,83,13,3913,186,52,238,25,214,1
2655,2655,3,1,85,12,7854,172,88,260,30,247,1
2656,2656,3,4,83,4,2422,78,38,116,24,103,1
2657,2657,4,1,84,21,4067,167,99,266,24,237,1
2658,2658,2,1,84,17,9051,146,112,258,40,271,1
2659,2659,1,1,84,3,2282,33,72,105,19,88,1
2660,2660,3,4,85,8,4172,162,61,223,32,216,1
2661,2661,4,4,85,9,4977,223,121,344,28,320,1
2662,2662,3,2,85,8,1617,119,48,167,26,152,2
2663,2663,4,3,85,8,3192,57,43,100,43,108,1
2664,2664,4,4,86,14,3437,68,316,384,20,326,2
2665,2665,3,4,87,14,4494,9,386,395,21,340,2
2666,2666,4,2,86,5,840,58,34,92,29,86,1
2667,2667,4,4,86,12,14973,318,269,587,34,581,2
2668,2668,2,4,85,18,5180,88,170,258,34,255,1
2669,2669,2,4,86,5,5775,306,132,438,37,447,1
2670,2670,4,1,87,20,10577,304,78,382,39,397,1
2671,2671,1,4,86,8,3983,89,200,289,33,283,1
2672,2672,4,1,85,14,3164,86,230,316,33,310,1
2673,2673,2,0,86,6,3542,71,235,306,37,312,1
2674,2674,3,1,85,14,4277,148,324,472,39,491,1
2675,2675,4,4,85,16,7252,116,170,286,27,263,1
2676,2676,4,1,85,14,3948,175,277,452,37,461,1
2677,2677,4,3,86,6,3927,79,128,207,27,190,1
2678,2678,1,1,86,9,710,145,38,183,27,168,3
2679,2679,4,4,87,9,2429,174,78,252,41,267,3
2680,2680,1,1,85,5,6405,194,91,285,35,285,1
2681,2681,2,2,88,3,651,126,49,175,38,180,3
2682,2682,1,3,86,17,9135,317,119,436,34,432,2
2683,2683,2,4,87,11,1435,289,88,377,28,351,3
2684,2684,-1,-1,87,8,5922,260,144,404,24,360,1
2685,2685,1,4,88,4,847,158,59,217,18,180,3
2686,2686,3,3,88,16,8050,302,145,447,52,523,2
2687,2687,1,1,87,9,4620,451,48,499,28,464,1
2688,2688,2,4,87,34,2352,661,132,793,23,698,3
2689,2689,1,1,88,10,2174,64,54,118,25,106,1
2690,2690,-1,4,86,39,19894,284,230,514,50,591,1
2691,2691,2,1,86,18,6699,182,126,308,35,308,1
2692,2692,2,3,87,27,14987,173,332,505,19,424,1
2693,2693,2,2,88,9,4004,252,7,259,28,241,1
2694,2694,4,3,85,11,12824,131,180,311,51,361,1
2695,2695,2,3,85,8,2331,106,39,145,6,103,1
2696,2696,3,3,85,9,5817,96,108,204,29,192,1
2697,2697,2,3,85,7,2989,116,72,188,18,156,1
2698,2698,3,3,85,6,3136,86,49,135,32,131,1
2699,2699,2,3,85,17,14434,221,121,342,35,342,1
2700,2700,1,1,87,12,2583,61,96,157,18,130,1
2701,2701,1,3,86,12,3647,132,89,221,5,155,2
2702,2702,3,7,86,13,8232,45,387,432,16,350,2
2703,2703,1,1,86,12,3276,55,112,167,12,129,2
2704,2704,1,4,87,8,2723,124,52,176,14,139,2
2705,2705,3,3,87,5,3472,120,126,246,15,197,2
2706,2706,1,2,87,6,1575,47,32,79,14,62,2
2707,2707,1,1,86,12,2926,126,107,233,23,205,2
2708,2708,3,2,86,6,1876,101,45,146,15,117,2
2709,2709,1,1,86,5,2520,78,99,177,14,140,1
2710,2710,4,7,86,13,1603,69,74,143,14,113,1
2711,2711,1,3,86,8,3626,194,97,291,35,291,2
2712,2712,2,-1,87,10,6783,224,110,334,28,309,2
2713,2713,2,4,87,15,11361,323,184,507,35,507,2
2714,2714,1,3,86,6,1267,42,31,73,27,67,2
2715,2715,1,2,87,5,2548,74,43,117,25,105,2
2716,2716,3,4,87,10,1155,101,57,158,9,117,2
2717,2717,0,4,86,6,546,97,42,139,6,99,3
2718,2718,2,3,84,13,2275,134,77,211,13,165,2
2719,2719,4,5,86,26,9100,482,227,709,26,645,2
2720,2720,0,2,84,6,595,213,73,286,6,203,3
2721,2721,0,-1,84,22,3941,139,143,282,22,245,2
2722,2722,2,3,86,24,13860,473,182,655,40,688,2
2723,2723,4,4,85,12,1400,229,169,398,39,414,3
2724,2724,4,3,83,12,2800,227,73,300,34,297,1
2725,2725,4,4,82,24,9520,395,193,588,40,617,1
2726,2726,4,3,86,12,5880,469,176,645,43,697,3
2727,2727,4,4,85,36,23940,886,241,1127,34,1116,1
2728,2728,1,4,85,12,5152,253,52,305,34,302,1
2729,2729,0,0,86,4,5635,197,124,321,33,315,1
2730,2730,4,4,85,1,805,40,60,100,18,83,1
2731,2731,0,0,86,5,3829,200,119,319,30,303,1
2732,2732,0,0,86,4,2149,140,94,234,24,208,1
2733,2733,0,0,86,4,2821,97,89,186,38,192,1
2734,2734,2,1,85,9,2569,119,42,161,25,145,2
2735,2735,1,2,83,13,3913,186,52,238,25,214,1
2736,2736,3,1,85,12,7854,172,88,260,30,247,1
2737,2737,3,4,83,4,2422,78,38,116,24,103,1
2738,2738,4,1,84,21,4067,167,99,266,24,237,1
2739,2739,2,1,84,17,9051,146,112,258,40,271,1
2740,2740,1,1,84,3,2282,33,72,105,19,88,1
2741,2741,3,4,85,8,4172,162,61,223,32,216,1
2742,2742,4,4,85,9,4977,223,121,344,28,320,1
2743,2743,3,2,85,8,1617,119,48,167,26,152,2
2744,2744,4,3,85,8,3192,57,43,100,43,108,1
2745,2745,4,4,86,14,3437,68,316,384,20,326,2
2746,2746,3,4,87,14,4494,9,386,395,21,340,2
2747,2747,4,2,86,5,840,58,34,92,29,86,1
2748,2748,4,4,86,12,14973,318,269,587,34,581,2
2749,2749,2,4,85,18,5180,88,170,258,34,255,1
2750,2750,2,4,86,5,5775,306,132,438,37,447,1
2751,2751,4,1,87,20,10577,304,78,382,39,397,1
2752,2752,1,4,86,8,3983,89,200,289,33,283,1
2753,2753,4,1,85,14,3164,86,230,316,33,310,1
2754,2754,2,0,86,6,3542,71,235,306,37,312,1
2755,2755,3,1,85,14,4277,148,324,472,39,491,1
2756,2756,4,4,85,16,7252,116,170,286,27,263,1
2757,2757,4,1,85,14,3948,175,277,452,37,461,1
2758,2758,4,3,86,6,3927,79,128,207,27,190,1
2759,2759,1,1,86,9,710,145,38,183,27,168,3
2760,2760,4,4,87,9,2429,174,78,252,41,267,3
2761,2761,1,1,85,5,6405,194,91,285,35,285,1
2762,2762,2,2,88,3,651,126,49,175,38,180,3
2763,2763,1,3,86,17,9135,317,119,436,34,432,2
2764,2764,2,4,87,11,1435,289,88,377,28,351,3
2765,2765,-1,-1,87,8,5922,260,144,404,24,360,1
2766,2766,1,4,88,4,847,158,59,217,18,180,3
2767,2767,3,3,88,16,8050,302,145,447,52,523,2
2768,2768,1,1,87,9,4620,451,48,499,28,464,1
2769,2769,2,4,87,34,2352,661,132,793,23,698,3
2770,2770,1,1,88,10,2174,64,54,118,25,106,1
2771,2771,-1,4,86,39,19894,284,230,514,50,591,1
2772,2772,2,1,86,18,6699,182,126,308,35,308,1
2773,2773,2,3,87,27,14987,173,332,505,19,424,1
2774,2774,2,2,88,9,4004,252,7,259,28,241,1
2775,2775,4,3,85,11,12824,131,180,311,51,361,1
2776,2776,2,3,85,8,2331,106,39,145,6,103,1
2777,2777,3,3,85,9,5817,96,108,204,29,192,1
2778,2778,2,3,85,7,2989,116,72,188,18,156,1
2779,2779,3,3,85,6,3136,86,49,135,32,131,1
2780,2780,2,3,85,17,14434,221,121,342,35,342,1
2781,2781,1,1,87,12,2583,61,96,157,18,130,1
2782,2782,1,3,86,12,3647,132,89,221,5,155,2
2783,2783,3,7,86,13,8232,45,387,432,16,350,2
2784,2784,1,1,86,12,3276,55,112,167,12,129,2
2785,2785,1,4,87,8,2723,124,52,176,14,139,2
2786,2786,3,3,87,5,3472,120,126,246,15,197,2
2787,2787,1,2,87,6,1575,47,32,79,14,62,2
2788,2788,1,1,86,12,2926,126,107,233,23,205,2
2789,2789,3,2,86,6,1876,101,45,146,15,117,2
2790,2790,1,1,86,5,2520,78,99,177,14,140,1
2791,2791,4,7,86,13,1603,69,74,143,14,113,1
2792,2792,1,3,86,8,3626,194,97,291,35,291,2
2793,2793,2,-1,87,10,6783,224,110,334,28,309,2
2794,2794,2,4,87,15,11361,323,184,507,35,507,2
2795,2795,1,3,86,6,1267,42,31,73,27,67,2
2796,2796,1,2,87,5,2548,74,43,117,25,105,2
2797,2797,3,4,87,10,1155,101,57,158,9,117,2
2798,2798,0,4,86,6,546,97,42,139,6,99,3
2799,2799,2,3,84,13,2275,134,77,211,13,165,2
2800,2800,4,5,86,26,9100,482,227,709,26,645,2
2801,2801,0,2,84,6,595,213,73,286,6,203,3
2802,2802,0,-1,84,22,3941,139,143,282,22,245,2
2803,2803,2,3,86,24,13860,473,182,655,40,688,2
2804,2804,4,4,85,12,1400,229,169,398,39,414,3
2805,2805,4,3,83,12,2800,227,73,300,34,297,1
2806,2806,4,4,82,24,9520,395,193,588,40,617,1
2807,2807,4,3,86,12,5880,469,176,645,43,697,3
2808,2808,4,4,85,36,23940,886,241,1127,34,1116,1
2809,2809,1,4,85,12,5152,253,52,305,34,302,1
2810,2810,0,0,86,4,5635,197,124,321,33,315,1
2811,2811,4,4,85,1,805,40,60,100,18,83,1
2812,2812,0,0,86,5,3829,200,119,319,30,303,1
2813,2813,0,0,86,4,2149,140,94,234,24,208,1
2814,2814,0,0,86,4,2821,97,89,186,38,192,1
2815,2815,2,1,85,9,2569,119,42,161,25,145,2
2816,2816,1,2,83,13,3913,186,52,238,25,214,1
2817,2817,3,1,85,12,7854,172,88,260,30,247,1
2818,2818,3,4,83,4,2422,78,38,116,24,103,1
2819,2819,4,1,84,21,4067,167,99,266,24,237,1
2820,2820,2,1,84,17,9051,146,112,258,40,271,1
2821,2821,1,1,84,3,2282,33,72,105,19,88,1
2822,2822,3,4,85,8,4172,162,61,223,32,216,1
2823,2823,4,4,85,9,4977,223,121,344,28,320,1
2824,2824,3,2,85,8,1617,119,48,167,26,152,2
2825,2825,4,3,85,8,3192,57,43,100,43,108,1
2826,2826,4,4,86,14,3437,68,316,384,20,326,2
2827,2827,3,4,87,14,4494,9,386,395,21,340,2
2828,2828,4,2,86,5,840,58,34,92,29,86,1
2829,2829,4,4,86,12,14973,318,269,587,34,581,2
2830,2830,2,4,85,18,5180,88,170,258,34,255,1
2831,2831,2,4,86,5,5775,306,132,438,37,447,1
2832,2832,4,1,87,20,10577,304,78,382,39,397,1
2833,2833,1,4,86,8,3983,89,200,289,33,283,1
2834,2834,4,1,85,14,3164,86,230,316,33,310,1
2835,2835,2,0,86,6,3542,71,235,306,37,312,1
2836,2836,3,1,85,14,4277,148,324,472,39,491,1
2837,2837,4,4,85,16,7252,116,170,286,27,263,1
2838,2838,4,1,85,14,3948,175,277,452,37,461,1
2839,2839,4,3,86,6,3927,79,128,207,27,190,1
2840,2840,1,1,86,9,710,145,38,183,27,168,3
2841,2841,4,4,87,9,2429,174,78,252,41,267,3
2842,2842,1,1,85,5,6405,194,91,285,35,285,1
2843,2843,2,2,88,3,651,126,49,175,38,180,3
2844,2844,1,3,86,17,9135,317,119,436,34,432,2
2845,2845,2,4,87,11,1435,289,88,377,28,351,3
2846,2846,-1,-1,87,8,5922,260,144,404,24,360,1
2847,2847,1,4,88,4,847,158,59,217,18,180,3
2848,2848,3,3,88,16,8050,302,145,447,52,523,2
2849,2849,1,1,87,9,4620,451,48,499,28,464,1
2850,2850,2,4,87,34,2352,661,132,793,23,698,3
2851,2851,1,1,88,10,2174,64,54,118,25,106,1
2852,2852,-1,4,86,39,19894,284,230,514,50,591,1
2853,2853,2,1,86,18,6699,182,126,308,35,308,1
2854,2854,2,3,87,27,14987,173,332,505,19,424,1
2855,2855,2,2,88,9,4004,252,7,259,28,241,1
2856,2856,4,3,85,11,12824,131,180,311,51,361,1
2857,2857,2,3,85,8,2331,106,39,145,6,103,1
2858,2858,3,3,85,9,5817,96,108,204,29,192,1
2859,2859,2,3,85,7,2989,116,72,188,18,156,1
2860,2860,3,3,85,6,3136,86,49,135,32,131,1
2861,2861,2,3,85,17,14434,221,121,342,35,342,1
2862,2862,1,1,87,12,2583,61,96,157,18,130,1
2863,2863,1,3,86,12,3647,132,89,221,5,155,2
2864,2864,3,7,86,13,8232,45,387,432,16,350,2
2865,2865,1,1,86,12,3276,55,112,167,12,129,2
2866,2866,1,4,87,8,2723,124,52,176,14,139,2
2867,2867,3,3,87,5,3472,120,126,246,15,197,2
2868,2868,1,2,87,6,1575,47,32,79,14,62,2
2869,2869,1,1,86,12,2926,126,107,233,23,205,2
2870,2870,3,2,86,6,1876,101,45,146,15,117,2
2871,2871,1,1,86,5,2520,78,99,177,14,140,1
2872,2872,4,7,86,13,1603,69,74,143,14,113,1
2873,2873,1,3,86,8,3626,194,97,291,35,291,2
2874,2874,2,-1,87,10,6783,224,110,334,28,309,2
2875,2875,2,4,87,15,11361,323,184,507,35,507,2
2876,2876,1,3,86,6,1267,42,31,73,27,67,2
2877,2877,1,2,87,5,2548,74,43,117,25,105,2
2878,2878,3,4,87,10,1155,101,57,158,9,117,2
2879,2879,0,4,86,6,546,97,42,139,6,99,3
2880,2880,2,3,84,13,2275,134,77,211,13,165,2
2881,2881,4,5,86,26,9100,482,227,709,26,645,2
2882,2882,0,2,84,6,595,213,73,286,6,203,3
2883,2883,0,-1,84,22,3941,139,143,282,22,245,2
2884,2884,2,3,86,24,13860,473,182,655,40,688,2
2885,2885,4,4,85,12,1400,229,169,398,39,414,3
2886,2886,4,3,83,12,2800,227,73,300,34,297,1
2887,2887,4,4,82,24,9520,395,193,588,40,617,1
2888,2888,4,3,86,12,5880,469,176,645,43,697,3
2889,2889,4,4,85,36,23940,886,241,1127,34,1116,1
2890,2890,1,4,85,12,5152,253,52,305,34,302,1
2891,2891,0,0,86,4,5635,197,124,321,33,315,1
2892,2892,4,4,85,1,805,40,60,100,18,83,1
2893,2893,0,0,86,5,3829,200,119,319,30,303,1
2894,2894,0,0,86,4,2149,140,94,234,24,208,1
2895,2895,0,0,86,4,2821,97,89,186,38,192,1
2896,2896,2,1,85,9,2569,119,42,161,25,145,2
2897,2897,1,2,83,13,3913,186,52,238,25,214,1
2898,2898,3,1,85,12,7854,172,88,260,30,247,1
2899,2899,3,4,83,4,2422,78,38,116,24,103,1
2900,2900,4,1,84,21,4067,167,99,266,24,237,1
2901,2901,2,1,84,17,9051,146,112,258,40,271,1
2902,2902,1,1,84,3,2282,33,72,105,19,88,1
2903,2903,3,4,85,8,4172,162,61,223,32,216,1
2904,2904,4,4,85,9,4977,223,121,344,28,320,1
2905,2905,3,2,85,8,1617,119,48,167,26,152,2
2906,2906,4,3,85,8,3192,57,43,100,43,108,1
2907,2907,4,4,86,14,3437,68,316,384,20,326,2
2908,2908,3,4,87,14,4494,9,386,395,21,340,2
2909,2909,4,2,86,5,840,58,34,92,29,86,1
2910,2910,4,4,86,12,14973,318,269,587,34,581,2
2911,2911,2,4,85,18,5180,88,170,258,34,255,1
2912,2912,2,4,86,5,5775,306,132,438,37,447,1
2913,2913,4,1,87,20,10577,304,78,382,39,397,1
2914,2914,1,4,86,8,3983,89,200,289,33,283,1
2915,2915,4,1,85,14,3164,86,230,316,33,310,1
2916,2916,2,0,86,6,3542,71,235,306,37,312,1
2917,2917,3,1,85,14,4277,148,324,472,39,491,1
2918,2918,4,4,85,16,7252,116,170,286,27,263,1
2919,2919,4,1,85,14,3948,175,277,452,37,461,1
2920,2920,4,3,86,6,3927,79,128,207,27,190,1
2921,2921,1,1,86,9,710,145,38,183,27,168,3
2922,2922,4,4,87,9,2429,174,78,252,41,267,3
2923,2923,1,1,85,5,6405,194,91,285,35,285,1
2924,2924,2,2,88,3,651,126,49,175,38,180,3
2925,2925,1,3,86,17,9135,317,119,436,34,432,2
2926,2926,2,4,87,11,1435,289,88,377,28,351,3
2927,2927,-1,-1,87,8,5922,260,144,404,24,360,1
2928,2928,1,4,88,4,847,158,59,217,18,180,3
2929,2929,3,3,88,16,8050,302,145,447,52,523,2
2930,2930,1,1,87,9,4620,451,48,499,28,464,1
2931,2931,2,4,87,34,2352,661,132,793,23,698,3
2932,2932,1,1,88,10,2174,64,54,118,25,106,1
2933,2933,-1,4,86,39,19894,284,230,514,50,591,1
2934,2934,2,1,86,18,6699,182,126,308,35,308,1
2935,2935,2,3,87,27,14987,173,332,505,19,424,1
2936,2936,2,2,88,9,4004,252,7,259,28,241,1
2937,2937,4,3,85,11,12824,131,180,311,51,361,1
2938,2938,2,3,85,8,2331,106,39,145,6,103,1
2939,2939,3,3,85,9,5817,96,108,204,29,192,1
2940,2940,2,3,85,7,2989,116,72,188,18,156,1
2941,2941,3,3,85,6,3136,86,49,135,32,131,1
2942,2942,2,3,85,17,14434,221,121,342,35,342,1
2943,2943,1,1,87,12,2583,61,96,157,18,130,1
2944,2944,1,3,86,12,3647,132,89,221,5,155,2
2945,2945,3,7,86,13,8232,45,387,432,16,350,2
2946,2946,1,1,86,12,3276,55,112,167,12,129,2
2947,2947,1,4,87,8,2723,124,52,176,14,139,2
2948,2948,3,3,87,5,3472,120,126,246,15,197,2
2949,2949,1,2,87,6,1575,47,32,79,14,62,2
2950,2950,1,1,86,12,2926,126,107,233,23,205,2
2951,2951,3,2,86,6,1876,101,45,146,15,117,2
2952,2952,1,1,86,5,2520,78,99,177,14,140,1
2953,2953,4,7,86,13,1603,69,74,143,14,113,1
2954,2954,1,3,86,8,3626,194,97,291,35,291,2
